ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
MEM,"Memphis, TN",CLE,"Cleveland, OH"
MEM,"Memphis, TN",DTW,"Detroit, MI"
MEM,"Memphis, TN",CVG,"Cincinnati, OH"
MEM,"Memphis, TN",BUF,"Buffalo, NY"
MEM,"Memphis, TN",MIA,"Miami, FL"
MEM,"Memphis, TN",ORD,"Chicago, IL"
MEM,"Memphis, TN",STL,"St. Louis, MO"
MEM,"Memphis, TN",ONT,"Ontario, CA"
MEM,"Memphis, TN",BOI,"Boise, ID"
MEM,"Memphis, TN",SAT,"San Antonio, TX"
MEM,"Memphis, TN",SMF,"Sacramento, CA"
MEM,"Memphis, TN",TYS,"Knoxville, TN"
MEM,"Memphis, TN",IAH,"Houston, TX"
MEM,"Memphis, TN",EWR,"Newark, NJ"
MEM,"Memphis, TN",SHV,"Shreveport, LA"
MEM,"Memphis, TN",CAE,"Columbia, SC"
MEM,"Memphis, TN",CSG,"Columbus, GA"
MEM,"Memphis, TN",ELP,"El Paso, TX"
MEM,"Memphis, TN",GSO,"Greensboro/High Point, NC"
MEM,"Memphis, TN",DAY,"Dayton, OH"
MEM,"Memphis, TN",CRW,"Charleston/Dunbar, WV"
MEM,"Memphis, TN",OMA,"Omaha, NE"
MEM,"Memphis, TN",FNT,"Flint, MI"
MEM,"Memphis, TN",LRD,"Laredo, TX"
MEM,"Memphis, TN",TPA,"Tampa, FL"
MEM,"Memphis, TN",DEN,"Denver, CO"
MEM,"Memphis, TN",SLC,"Salt Lake City, UT"
MEM,"Memphis, TN",LAS,"Las Vegas, NV"
MEM,"Memphis, TN",OAK,"Oakland, CA"
MEM,"Memphis, TN",SAN,"San Diego, CA"
MEM,"Memphis, TN",MDT,"Harrisburg, PA"
MEM,"Memphis, TN",ABE,"Allentown/Bethlehem/Easton, PA"
MEM,"Memphis, TN",JAX,"Jacksonville, FL"
MEM,"Memphis, TN",BWI,"Baltimore, MD"
MEM,"Memphis, TN",GSP,"Greer, SC"
MEM,"Memphis, TN",SYR,"Syracuse, NY"
MEM,"Memphis, TN",MSP,"Minneapolis, MN"
MEM,"Memphis, TN",GEG,"Spokane, WA"
MEM,"Memphis, TN",SEA,"Seattle, WA"
MEM,"Memphis, TN",RNO,"Reno, NV"
MEM,"Memphis, TN",PDX,"Portland, OR"
MEM,"Memphis, TN",CID,"Cedar Rapids/Iowa City, IA"
MEM,"Memphis, TN",RST,"Rochester, MN"
MEM,"Memphis, TN",SGF,"Springfield, MO"
MEM,"Memphis, TN",LBB,"Lubbock, TX"
MEM,"Memphis, TN",GJT,"Grand Junction, CO"
MEM,"Memphis, TN",CPR,"Casper, WY"
MEM,"Memphis, TN",BQN,"Aguadilla, PR"
MEM,"Memphis, TN",GTF,"Great Falls, MT"
MEM,"Memphis, TN",FAR,"Fargo, ND"
MEM,"Memphis, TN",MKE,"Milwaukee, WI"
MEM,"Memphis, TN",ABQ,"Albuquerque, NM"
MEM,"Memphis, TN",MSN,"Madison, WI"
MEM,"Memphis, TN",BIL,"Billings, MT"
MEM,"Memphis, TN",CLT,"Charlotte, NC"
MEM,"Memphis, TN",ORF,"Norfolk, VA"
MEM,"Memphis, TN",IND,"Indianapolis, IN"
MEM,"Memphis, TN",HNL,"Honolulu, HI"
MEM,"Memphis, TN",BHM,"Birmingham, AL"
MEM,"Memphis, TN",MLU,"Monroe, LA"
MEM,"Memphis, TN",RDU,"Raleigh/Durham, NC"
MEM,"Memphis, TN",ROA,"Roanoke, VA"
MEM,"Memphis, TN",PHL,"Philadelphia, PA"
MEM,"Memphis, TN",PVD,"Providence, RI"
MEM,"Memphis, TN",MSY,"New Orleans, LA"
MEM,"Memphis, TN",PIT,"Pittsburgh, PA"
MEM,"Memphis, TN",IAD,"Washington, DC"
MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX"
MEM,"Memphis, TN",BDL,"Hartford, CT"
MEM,"Memphis, TN",BNA,"Nashville, TN"
MEM,"Memphis, TN",TUL,"Tulsa, OK"
MEM,"Memphis, TN",TLH,"Tallahassee, FL"
MEM,"Memphis, TN",ATL,"Atlanta, GA"
MEM,"Memphis, TN",HTS,"Ashland, WV"
MEM,"Memphis, TN",LAX,"Los Angeles, CA"
MEM,"Memphis, TN",SJC,"San Jose, CA"
MEM,"Memphis, TN",FLL,"Fort Lauderdale, FL"
MEM,"Memphis, TN",BOS,"Boston, MA"
MEM,"Memphis, TN",PHX,"Phoenix, AZ"
MEM,"Memphis, TN",ANC,"Anchorage, AK"
MEM,"Memphis, TN",SJU,"San Juan, PR"
MEM,"Memphis, TN",ARA,"New Iberia, LA"
MEM,"Memphis, TN",BUR,"Burbank, CA"
MEM,"Memphis, TN",SFO,"San Francisco, CA"
MEM,"Memphis, TN",AUS,"Austin, TX"
MEM,"Memphis, TN",LCK,"Columbus, OH"
MEM,"Memphis, TN",SWF,"Newburgh/Poughkeepsie, NY"
MEM,"Memphis, TN",SNA,"Santa Ana, CA"
MEM,"Memphis, TN",TUS,"Tucson, AZ"
MEM,"Memphis, TN",MCI,"Kansas City, MO"
MEM,"Memphis, TN",ICT,"Wichita, KS"
MEM,"Memphis, TN",BFM,"Mobile, AL"
MEM,"Memphis, TN",JFK,"New York, NY"
MEM,"Memphis, TN",RSW,"Fort Myers, FL"
MEM,"Memphis, TN",MCO,"Orlando, FL"
MEM,"Memphis, TN",CHS,"Charleston, SC"
MEM,"Memphis, TN",MHT,"Manchester, NH"
MEM,"Memphis, TN",PBI,"West Palm Beach/Palm Beach, FL"
MEM,"Memphis, TN",RIC,"Richmond, VA"
MEM,"Memphis, TN",ROC,"Rochester, NY"
MEM,"Memphis, TN",SDF,"Louisville, KY"
MEM,"Memphis, TN",FSD,"Sioux Falls, SD"
MEM,"Memphis, TN",GRR,"Grand Rapids, MI"
MEM,"Memphis, TN",DSM,"Des Moines, IA"
MEM,"Memphis, TN",OKC,"Oklahoma City, OK"
MEM,"Memphis, TN",PWM,"Portland, ME"
MEM,"Memphis, TN",SAV,"Savannah, GA"
MEM,"Memphis, TN",PAE,"Everett, WA"
MEM,"Memphis, TN",COS,"Colorado Springs, CO"
MEM,"Memphis, TN",HRL,"Harlingen/San Benito, TX"
MEM,"Memphis, TN",LFT,"Lafayette, LA"
MEM,"Memphis, TN",ALB,"Albany, NY"
MEM,"Memphis, TN",BMI,"Bloomington/Normal, IL"
MEM,"Memphis, TN",CHA,"Chattanooga, TN"
MEM,"Memphis, TN",EVV,"Evansville, IN"
MEM,"Memphis, TN",FWA,"Fort Wayne, IN"
MEM,"Memphis, TN",HSV,"Huntsville, AL"
MEM,"Memphis, TN",LAS,"Las Vegas, NV"
MEM,"Memphis, TN",MCO,"Orlando, FL"
MEM,"Memphis, TN",MIA,"Miami, FL"
MEM,"Memphis, TN",CLT,"Charlotte, NC"
MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX"
MEM,"Memphis, TN",PHX,"Phoenix, AZ"
MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX"
MEM,"Memphis, TN",SJU,"San Juan, PR"
MEM,"Memphis, TN",CVG,"Cincinnati, OH"
MEM,"Memphis, TN",MEM,"Memphis, TN"
MEM,"Memphis, TN",DEN,"Denver, CO"
MEM,"Memphis, TN",LAS,"Las Vegas, NV"
MEM,"Memphis, TN",MCO,"Orlando, FL"
MEM,"Memphis, TN",CVG,"Cincinnati, OH"
MEM,"Memphis, TN",DTW,"Detroit, MI"
MEM,"Memphis, TN",ORD,"Chicago, IL"
MEM,"Memphis, TN",IAH,"Houston, TX"
MEM,"Memphis, TN",DEN,"Denver, CO"
MEM,"Memphis, TN",MSP,"Minneapolis, MN"
MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX"
MEM,"Memphis, TN",RFD,"Rockford, IL"
MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX"
MEM,"Memphis, TN",SDF,"Louisville, KY"
MEM,"Memphis, TN",CLT,"Charlotte, NC"
MEM,"Memphis, TN",PHL,"Philadelphia, PA"
MEM,"Memphis, TN",DCA,"Washington, DC"
MEM,"Memphis, TN",MEM,"Memphis, TN"
MEM,"Memphis, TN",ANC,"Anchorage, AK"
MEM,"Memphis, TN",ORD,"Chicago, IL"
MEM,"Memphis, TN",EWR,"Newark, NJ"
MEM,"Memphis, TN",PHL,"Philadelphia, PA"
MEM,"Memphis, TN",LGA,"New York, NY"
MEM,"Memphis, TN",BOS,"Boston, MA"
MEM,"Memphis, TN",DCA,"Washington, DC"
MEM,"Memphis, TN",ORD,"Chicago, IL"
MEM,"Memphis, TN",MSP,"Minneapolis, MN"
MEM,"Memphis, TN",VPS,"Valparaiso, FL"
MEM,"Memphis, TN",LAS,"Las Vegas, NV"
MEM,"Memphis, TN",SFB,"Sanford, FL"
MEM,"Memphis, TN",PIE,"St. Petersburg, FL"
MEM,"Memphis, TN",LAX,"Los Angeles, CA"
MEM,"Memphis, TN",FLL,"Fort Lauderdale, FL"
MEM,"Memphis, TN",AUS,"Austin, TX"
MEM,"Memphis, TN",SAT,"San Antonio, TX"
MEM,"Memphis, TN",ORD,"Chicago, IL"
MEM,"Memphis, TN",LGB,"Long Beach, CA"
MEM,"Memphis, TN",ELP,"El Paso, TX"
MEM,"Memphis, TN",DEN,"Denver, CO"
MEM,"Memphis, TN",SLC,"Salt Lake City, UT"
MEM,"Memphis, TN",LAS,"Las Vegas, NV"
MEM,"Memphis, TN",BWI,"Baltimore, MD"
MEM,"Memphis, TN",AMA,"Amarillo, TX"
MEM,"Memphis, TN",ORF,"Norfolk, VA"
MEM,"Memphis, TN",DAL,"Dallas, TX"
MEM,"Memphis, TN",HOU,"Houston, TX"
MEM,"Memphis, TN",PIT,"Pittsburgh, PA"
MEM,"Memphis, TN",ATL,"Atlanta, GA"
MEM,"Memphis, TN",FLL,"Fort Lauderdale, FL"
MEM,"Memphis, TN",AUS,"Austin, TX"
MEM,"Memphis, TN",MDW,"Chicago, IL"
MEM,"Memphis, TN",RSW,"Fort Myers, FL"
MEM,"Memphis, TN",MCO,"Orlando, FL"
MEM,"Memphis, TN",HRO,"Harrison, AR"
MEM,"Memphis, TN",HOT,"Hot Springs, AR"
MEM,"Memphis, TN",ELD,"El Dorado, AR"
MEM,"Memphis, TN",MKL,"Jackson, TN"
MEM,"Memphis, TN",DSI,"Destin, FL"
MEM,"Memphis, TN",JAX,"Jacksonville, FL"
MEM,"Memphis, TN",SMF,"Sacramento, CA"
MEM,"Memphis, TN",IAH,"Houston, TX"
MEM,"Memphis, TN",EWR,"Newark, NJ"
MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX"
MEO,"Manteo, NC",ORF,"Norfolk, VA"
MFD,"Mansfield, OH",GA5,"Thomson, GA"
MFD,"Mansfield, OH",LRD,"Laredo, TX"
MFE,"Mission/McAllen/Edinburg, TX",BUF,"Buffalo, NY"
MFE,"Mission/McAllen/Edinburg, TX",YIP,"Detroit, MI"
MFE,"Mission/McAllen/Edinburg, TX",IAH,"Houston, TX"
MFE,"Mission/McAllen/Edinburg, TX",DFW,"Dallas/Fort Worth, TX"
MFE,"Mission/McAllen/Edinburg, TX",DFW,"Dallas/Fort Worth, TX"
MFE,"Mission/McAllen/Edinburg, TX",JZT,"Arlington, TX"
MFE,"Mission/McAllen/Edinburg, TX",DAL,"Dallas, TX"
MFE,"Mission/McAllen/Edinburg, TX",FWA,"Fort Wayne, IN"
MFE,"Mission/McAllen/Edinburg, TX",TOL,"Toledo, OH"
MFE,"Mission/McAllen/Edinburg, TX",SDF,"Louisville, KY"
MFE,"Mission/McAllen/Edinburg, TX",LIT,"Little Rock, AR"
MFE,"Mission/McAllen/Edinburg, TX",ELP,"El Paso, TX"
MFE,"Mission/McAllen/Edinburg, TX",BTR,"Baton Rouge, LA"
MFE,"Mission/McAllen/Edinburg, TX",PTK,"Pontiac, MI"
MFE,"Mission/McAllen/Edinburg, TX",LAS,"Las Vegas, NV"
MFE,"Mission/McAllen/Edinburg, TX",SFB,"Sanford, FL"
MFE,"Mission/McAllen/Edinburg, TX",LAX,"Los Angeles, CA"
MFE,"Mission/McAllen/Edinburg, TX",GPT,"Gulfport/Biloxi, MS"
MFE,"Mission/McAllen/Edinburg, TX",IAH,"Houston, TX"
MFE,"Mission/McAllen/Edinburg, TX",EWR,"Newark, NJ"
MFE,"Mission/McAllen/Edinburg, TX",ATL,"Atlanta, GA"
MFE,"Mission/McAllen/Edinburg, TX",IAH,"Houston, TX"
MFE,"Mission/McAllen/Edinburg, TX",DFW,"Dallas/Fort Worth, TX"
MFR,"Medford, OR",PDX,"Portland, OR"
MFR,"Medford, OR",RBG,"Roseburg, OR"
MFR,"Medford, OR",LMT,"Klamath Falls, OR"
MFR,"Medford, OR",SEA,"Seattle, WA"
MFR,"Medford, OR",PDX,"Portland, OR"
MFR,"Medford, OR",SLC,"Salt Lake City, UT"
MFR,"Medford, OR",SEA,"Seattle, WA"
MFR,"Medford, OR",LAX,"Los Angeles, CA"
MFR,"Medford, OR",PHX,"Phoenix, AZ"
MFR,"Medford, OR",SFO,"San Francisco, CA"
MFR,"Medford, OR",AEX,"Alexandria, LA"
MFR,"Medford, OR",BUR,"Burbank, CA"
MFR,"Medford, OR",CEC,"Crescent City, CA"
MFR,"Medford, OR",RNO,"Reno, NV"
MFR,"Medford, OR",LAS,"Las Vegas, NV"
MFR,"Medford, OR",SAN,"San Diego, CA"
MFR,"Medford, OR",LAX,"Los Angeles, CA"
MFR,"Medford, OR",SNA,"Santa Ana, CA"
MFR,"Medford, OR",DEN,"Denver, CO"
MFR,"Medford, OR",SFO,"San Francisco, CA"
MGM,"Montgomery, AL",DFW,"Dallas/Fort Worth, TX"
MGM,"Montgomery, AL",CLT,"Charlotte, NC"
MGM,"Montgomery, AL",DFW,"Dallas/Fort Worth, TX"
MGM,"Montgomery, AL",ATL,"Atlanta, GA"
MGM,"Montgomery, AL",DCA,"Washington, DC"
MGM,"Montgomery, AL",ATL,"Atlanta, GA"
MGW,"Morgantown, WV",IAD,"Washington, DC"
MGW,"Morgantown, WV",PIT,"Pittsburgh, PA"
MHK,"Manhattan/Ft. Riley, KS",ORD,"Chicago, IL"
MHK,"Manhattan/Ft. Riley, KS",DFW,"Dallas/Fort Worth, TX"
MHK,"Manhattan/Ft. Riley, KS",DFW,"Dallas/Fort Worth, TX"
MHM,"Minchumina, AK",OME,"Nome, AK"
MHM,"Minchumina, AK",ANC,"Anchorage, AK"
MHR,"Sacramento, CA",VWW,"Deer Lodge, MT"
MHR,"Sacramento, CA",ONT,"Ontario, CA"
MHR,"Sacramento, CA",RNO,"Reno, NV"
MHR,"Sacramento, CA",RFD,"Rockford, IL"
MHR,"Sacramento, CA",SBD,"San Bernardino, CA"
MHR,"Sacramento, CA",SDF,"Louisville, KY"
MHT,"Manchester, NH",EWR,"Newark, NJ"
MHT,"Manchester, NH",MEM,"Memphis, TN"
MHT,"Manchester, NH",JFK,"New York, NY"
MHT,"Manchester, NH",MYR,"Myrtle Beach, SC"
MHT,"Manchester, NH",FLL,"Fort Lauderdale, FL"
MHT,"Manchester, NH",MCO,"Orlando, FL"
MHT,"Manchester, NH",CLT,"Charlotte, NC"
MHT,"Manchester, NH",ORD,"Chicago, IL"
MHT,"Manchester, NH",ORD,"Chicago, IL"
MHT,"Manchester, NH",EWR,"Newark, NJ"
MHT,"Manchester, NH",RFD,"Rockford, IL"
MHT,"Manchester, NH",PHL,"Philadelphia, PA"
MHT,"Manchester, NH",LCK,"Columbus, OH"
MHT,"Manchester, NH",SDF,"Louisville, KY"
MHT,"Manchester, NH",CLT,"Charlotte, NC"
MHT,"Manchester, NH",DCA,"Washington, DC"
MHT,"Manchester, NH",EWR,"Newark, NJ"
MHT,"Manchester, NH",PHL,"Philadelphia, PA"
MHT,"Manchester, NH",ACY,"Atlantic City, NJ"
MHT,"Manchester, NH",CLE,"Cleveland, OH"
MHT,"Manchester, NH",BUF,"Buffalo, NY"
MHT,"Manchester, NH",STL,"St. Louis, MO"
MHT,"Manchester, NH",SAT,"San Antonio, TX"
MHT,"Manchester, NH",TPA,"Tampa, FL"
MHT,"Manchester, NH",JAX,"Jacksonville, FL"
MHT,"Manchester, NH",BWI,"Baltimore, MD"
MHT,"Manchester, NH",HOU,"Houston, TX"
MHT,"Manchester, NH",PHX,"Phoenix, AZ"
MHT,"Manchester, NH",AUS,"Austin, TX"
MHT,"Manchester, NH",MDW,"Chicago, IL"
MHT,"Manchester, NH",RSW,"Fort Myers, FL"
MHT,"Manchester, NH",MCO,"Orlando, FL"
MIA,"Miami, FL",DTW,"Detroit, MI"
MIA,"Miami, FL",SLC,"Salt Lake City, UT"
MIA,"Miami, FL",BWI,"Baltimore, MD"
MIA,"Miami, FL",MSP,"Minneapolis, MN"
MIA,"Miami, FL",RDU,"Raleigh/Durham, NC"
MIA,"Miami, FL",LGA,"New York, NY"
MIA,"Miami, FL",ATL,"Atlanta, GA"
MIA,"Miami, FL",BOS,"Boston, MA"
MIA,"Miami, FL",JFK,"New York, NY"
MIA,"Miami, FL",PHL,"Philadelphia, PA"
MIA,"Miami, FL",PIT,"Pittsburgh, PA"
MIA,"Miami, FL",IAD,"Washington, DC"
MIA,"Miami, FL",JFK,"New York, NY"
MIA,"Miami, FL",SEA,"Seattle, WA"
MIA,"Miami, FL",ANC,"Anchorage, AK"
MIA,"Miami, FL",LCK,"Columbus, OH"
MIA,"Miami, FL",BQN,"Aguadilla, PR"
MIA,"Miami, FL",AFW,"Dallas/Fort Worth, TX"
MIA,"Miami, FL",MEM,"Memphis, TN"
MIA,"Miami, FL",SJU,"San Juan, PR"
MIA,"Miami, FL",CLE,"Cleveland, OH"
MIA,"Miami, FL",DTW,"Detroit, MI"
MIA,"Miami, FL",ORD,"Chicago, IL"
MIA,"Miami, FL",IAH,"Houston, TX"
MIA,"Miami, FL",EWR,"Newark, NJ"
MIA,"Miami, FL",DEN,"Denver, CO"
MIA,"Miami, FL",LAS,"Las Vegas, NV"
MIA,"Miami, FL",BWI,"Baltimore, MD"
MIA,"Miami, FL",ACY,"Atlantic City, NJ"
MIA,"Miami, FL",PHL,"Philadelphia, PA"
MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX"
MIA,"Miami, FL",BDL,"Hartford, CT"
MIA,"Miami, FL",LGA,"New York, NY"
MIA,"Miami, FL",ATL,"Atlanta, GA"
MIA,"Miami, FL",BOS,"Boston, MA"
MIA,"Miami, FL",SJU,"San Juan, PR"
MIA,"Miami, FL",MCO,"Orlando, FL"
MIA,"Miami, FL",CLE,"Cleveland, OH"
MIA,"Miami, FL",MIA,"Miami, FL"
MIA,"Miami, FL",ELP,"El Paso, TX"
MIA,"Miami, FL",TPA,"Tampa, FL"
MIA,"Miami, FL",INT,"Winston-Salem, NC"
MIA,"Miami, FL",PVD,"Providence, RI"
MIA,"Miami, FL",RSW,"Fort Myers, FL"
MIA,"Miami, FL",BGR,"Bangor, ME"
MIA,"Miami, FL",SDF,"Louisville, KY"
MIA,"Miami, FL",HRL,"Harlingen/San Benito, TX"
MIA,"Miami, FL",DTW,"Detroit, MI"
MIA,"Miami, FL",ORD,"Chicago, IL"
MIA,"Miami, FL",STL,"St. Louis, MO"
MIA,"Miami, FL",SAT,"San Antonio, TX"
MIA,"Miami, FL",IAH,"Houston, TX"
MIA,"Miami, FL",EWR,"Newark, NJ"
MIA,"Miami, FL",STT,"Charlotte Amalie, VI"
MIA,"Miami, FL",TPA,"Tampa, FL"
MIA,"Miami, FL",DEN,"Denver, CO"
MIA,"Miami, FL",LAS,"Las Vegas, NV"
MIA,"Miami, FL",SAN,"San Diego, CA"
MIA,"Miami, FL",STX,"Christiansted, VI"
MIA,"Miami, FL",JAX,"Jacksonville, FL"
MIA,"Miami, FL",BWI,"Baltimore, MD"
MIA,"Miami, FL",MSP,"Minneapolis, MN"
MIA,"Miami, FL",SEA,"Seattle, WA"
MIA,"Miami, FL",CLT,"Charlotte, NC"
MIA,"Miami, FL",ORF,"Norfolk, VA"
MIA,"Miami, FL",MEM,"Memphis, TN"
MIA,"Miami, FL",IND,"Indianapolis, IN"
MIA,"Miami, FL",RDU,"Raleigh/Durham, NC"
MIA,"Miami, FL",PHL,"Philadelphia, PA"
MIA,"Miami, FL",MSY,"New Orleans, LA"
MIA,"Miami, FL",PIT,"Pittsburgh, PA"
MIA,"Miami, FL",IAD,"Washington, DC"
MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX"
MIA,"Miami, FL",BDL,"Hartford, CT"
MIA,"Miami, FL",BNA,"Nashville, TN"
MIA,"Miami, FL",LGA,"New York, NY"
MIA,"Miami, FL",ATL,"Atlanta, GA"
MIA,"Miami, FL",LAX,"Los Angeles, CA"
MIA,"Miami, FL",BOS,"Boston, MA"
MIA,"Miami, FL",PHX,"Phoenix, AZ"
MIA,"Miami, FL",SJU,"San Juan, PR"
MIA,"Miami, FL",SFO,"San Francisco, CA"
MIA,"Miami, FL",AUS,"Austin, TX"
MIA,"Miami, FL",MCI,"Kansas City, MO"
MIA,"Miami, FL",DCA,"Washington, DC"
MIA,"Miami, FL",JFK,"New York, NY"
MIA,"Miami, FL",MCO,"Orlando, FL"
MIA,"Miami, FL",CHS,"Charleston, SC"
MIA,"Miami, FL",RIC,"Richmond, VA"
MIA,"Miami, FL",OPF,"Miami, FL"
MIA,"Miami, FL",CHO,"Charlottesville, VA"
MIA,"Miami, FL",TIW,"Tacoma, WA"
MIA,"Miami, FL",PHL,"Philadelphia, PA"
MIA,"Miami, FL",CLE,"Cleveland, OH"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",SAT,"San Antonio, TX"
MIA,"Miami, FL",TYS,"Knoxville, TN"
MIA,"Miami, FL",IAH,"Houston, TX"
MIA,"Miami, FL",CMH,"Columbus, OH"
MIA,"Miami, FL",CAE,"Columbia, SC"
MIA,"Miami, FL",GSO,"Greensboro/High Point, NC"
MIA,"Miami, FL",AVL,"Asheville, NC"
MIA,"Miami, FL",GNV,"Gainesville, FL"
MIA,"Miami, FL",TPA,"Tampa, FL"
MIA,"Miami, FL",EYW,"Key West, FL"
MIA,"Miami, FL",JAX,"Jacksonville, FL"
MIA,"Miami, FL",GSP,"Greer, SC"
MIA,"Miami, FL",IND,"Indianapolis, IN"
MIA,"Miami, FL",BHM,"Birmingham, AL"
MIA,"Miami, FL",RDU,"Raleigh/Durham, NC"
MIA,"Miami, FL",MSY,"New Orleans, LA"
MIA,"Miami, FL",PIT,"Pittsburgh, PA"
MIA,"Miami, FL",BNA,"Nashville, TN"
MIA,"Miami, FL",TLH,"Tallahassee, FL"
MIA,"Miami, FL",ATL,"Atlanta, GA"
MIA,"Miami, FL",PNS,"Pensacola, FL"
MIA,"Miami, FL",CHS,"Charleston, SC"
MIA,"Miami, FL",ROC,"Rochester, NY"
MIA,"Miami, FL",SDF,"Louisville, KY"
MIA,"Miami, FL",OKC,"Oklahoma City, OK"
MIA,"Miami, FL",PWM,"Portland, ME"
MIA,"Miami, FL",SAV,"Savannah, GA"
MIA,"Miami, FL",XNA,"Fayetteville, AR"
MIA,"Miami, FL",LIT,"Little Rock, AR"
MIA,"Miami, FL",SEA,"Seattle, WA"
MIA,"Miami, FL",DAL,"Dallas, TX"
MIA,"Miami, FL",HPN,"White Plains, NY"
MIA,"Miami, FL",DSI,"Destin, FL"
MIA,"Miami, FL",MEM,"Memphis, TN"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",DEN,"Denver, CO"
MIA,"Miami, FL",LAS,"Las Vegas, NV"
MIA,"Miami, FL",ORF,"Norfolk, VA"
MIA,"Miami, FL",PHL,"Philadelphia, PA"
MIA,"Miami, FL",ATL,"Atlanta, GA"
MIA,"Miami, FL",MCO,"Orlando, FL"
MIA,"Miami, FL",SJU,"San Juan, PR"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",BWI,"Baltimore, MD"
MIA,"Miami, FL",GSP,"Greer, SC"
MIA,"Miami, FL",PHL,"Philadelphia, PA"
MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX"
MIA,"Miami, FL",FLL,"Fort Lauderdale, FL"
MIA,"Miami, FL",SJU,"San Juan, PR"
MIA,"Miami, FL",PBI,"West Palm Beach/Palm Beach, FL"
MIA,"Miami, FL",SDF,"Louisville, KY"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",SAT,"San Antonio, TX"
MIA,"Miami, FL",AEX,"Alexandria, LA"
MIA,"Miami, FL",CSG,"Columbus, GA"
MIA,"Miami, FL",GSO,"Greensboro/High Point, NC"
MIA,"Miami, FL",OAK,"Oakland, CA"
MIA,"Miami, FL",BQN,"Aguadilla, PR"
MIA,"Miami, FL",MSN,"Madison, WI"
MIA,"Miami, FL",FOE,"Topeka, KS"
MIA,"Miami, FL",PHX,"Phoenix, AZ"
MIA,"Miami, FL",SJU,"San Juan, PR"
MIA,"Miami, FL",MCO,"Orlando, FL"
MIA,"Miami, FL",HOP,"Hopkinsville, KY"
MIA,"Miami, FL",HRL,"Harlingen/San Benito, TX"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",ANC,"Anchorage, AK"
MIA,"Miami, FL",SJU,"San Juan, PR"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",MIA,"Miami, FL"
MIA,"Miami, FL",ORD,"Chicago, IL"
MIA,"Miami, FL",TPA,"Tampa, FL"
MIA,"Miami, FL",AFW,"Dallas/Fort Worth, TX"
MIA,"Miami, FL",JFK,"New York, NY"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",MCO,"Orlando, FL"
MIA,"Miami, FL",MCO,"Orlando, FL"
MIA,"Miami, FL",CVG,"Cincinnati, OH"
MIA,"Miami, FL",SJU,"San Juan, PR"
MIA,"Miami, FL",IAH,"Houston, TX"
MIA,"Miami, FL",CMH,"Columbus, OH"
MIA,"Miami, FL",EYW,"Key West, FL"
MIA,"Miami, FL",JAX,"Jacksonville, FL"
MIA,"Miami, FL",CLT,"Charlotte, NC"
MIA,"Miami, FL",IND,"Indianapolis, IN"
MIA,"Miami, FL",RDU,"Raleigh/Durham, NC"
MIA,"Miami, FL",PVD,"Providence, RI"
MIA,"Miami, FL",BNA,"Nashville, TN"
MIA,"Miami, FL",TUL,"Tulsa, OK"
MIA,"Miami, FL",SDF,"Louisville, KY"
MIA,"Miami, FL",DSM,"Des Moines, IA"
MIA,"Miami, FL",ALB,"Albany, NY"
MIA,"Miami, FL",CHA,"Chattanooga, TN"
MIA,"Miami, FL",HSV,"Huntsville, AL"
MIA,"Miami, FL",EWR,"Newark, NJ"
MIA,"Miami, FL",ACY,"Atlantic City, NJ"
MIA,"Miami, FL",PHL,"Philadelphia, PA"
MIA,"Miami, FL",LAX,"Los Angeles, CA"
MIA,"Miami, FL",BOS,"Boston, MA"
MIA,"Miami, FL",JFK,"New York, NY"
MIA,"Miami, FL",FLL,"Fort Lauderdale, FL"
MIA,"Miami, FL",CLE,"Cleveland, OH"
MIA,"Miami, FL",STL,"St. Louis, MO"
MIA,"Miami, FL",SAT,"San Antonio, TX"
MIA,"Miami, FL",DEN,"Denver, CO"
MIA,"Miami, FL",SLC,"Salt Lake City, UT"
MIA,"Miami, FL",LAS,"Las Vegas, NV"
MIA,"Miami, FL",OAK,"Oakland, CA"
MIA,"Miami, FL",BWI,"Baltimore, MD"
MIA,"Miami, FL",MSP,"Minneapolis, MN"
MIA,"Miami, FL",ABQ,"Albuquerque, NM"
MIA,"Miami, FL",DAL,"Dallas, TX"
MIA,"Miami, FL",RDU,"Raleigh/Durham, NC"
